Track Name,Artist Name(s),Album Name,Album Artist Name(s),Track Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,simplified_genre
Oh No Not You Again - Remastered,Australian Crawl,Sirocco (Remastered),Australian Crawl,308746,0.673,0.732,-6.989,0.0255,0.0908,0,0.254,0.778,118.763,rock
New Divide,Linkin Park,Iridescent,Linkin Park,268613,0.493,0.808,-3.365,0.0362,2.35e-4,0,0.0983,0.38,117.971,rock
Jealous,Nick Jonas,Nick Jonas,Nick Jonas,223106,0.699,0.702,-3.83,0.11,0.0121,0,0.449,0.373,93.023,pop
Gettin' Over You (feat. Fergie & LMFAO),"David Guetta, Chris Willis, Fergie, LMFAO",One More Love,David Guetta,187426,0.62,0.87,-6.52,0.0868,0.149,0,0.0705,0.513,130.079,pop
The Show Must Go On - 2010 Remastered Version,Leo Sayer,The Greatest Hits,Leo Sayer,173760,0.681,0.851,-6.817,0.0489,0.464,1.22e-5,0.199,0.438,100.724,rock
Hot In The City,Billy Idol,Billy Idol,Billy Idol,219133,0.66,0.897,-5.558,0.0257,0.00316,2.25e-5,0.116,0.67,111.193,rock
All I Am,Jess Glynne,All I Am,Jess Glynne,218868,0.74,0.669,-5.199,0.0373,0.0445,0,0.184,0.536,122.007,pop
Don't Hold Your Breath,Nicole Scherzinger,Killer Love,Nicole Scherzinger,197440,0.659,0.799,-6.098,0.0264,0.00626,8.99e-5,0.183,0.658,110.955,pop
Waiting For Love,Avicii,Stories,Avicii,230613,0.577,0.741,-3.83,0.0501,0.298,0,0.142,0.581,128.081,pop
Desire,U2,Rattle And Hum,U2,179360,0.49,0.827,-9.481,0.0482,2.12e-4,0.00406,0.112,0.626,108.577,rock
Elastic Heart,Sia,1000 Forms Of Fear,Sia,257200,0.421,0.791,-4.998,0.0496,0.0117,1.48e-5,0.146,0.499,130.075,pop
Crimson & Clover,Tommy James & The Shondells,Anthology,Tommy James & The Shondells,209640,0.408,0.692,-9.478,0.0685,0.235,0.0255,0.197,0.684,82.499,rock
Kick,INXS,Kick 25 (Deluxe Edition),INXS,194280,0.511,0.861,-5.109,0.0482,0.00188,0.139,0.352,0.93,156.651,rock
Listen to the Band - Single Version,The Monkees,The Best of The Monkees,The Monkees,149106,0.26,0.659,-8.98,0.0625,0.114,2.95e-5,0.499,0.537,184.38,rock
Eyes Closed,Ed Sheeran,- (Deluxe),Ed Sheeran,194848,0.793,0.52,-7.457,0.0696,0.246,0,0.0878,0.309,107.014,pop
Last Night,Good Charlotte,Cardiology,Good Charlotte,220826,0.641,0.849,-3.176,0.0445,0.00159,0,0.0418,0.73,128.063,pop
Daylight,Maroon 5,Overexposed,Maroon 5,225306,0.655,0.66,-5.565,0.0268,0.00459,0,0.177,0.389,119.987,pop
Stitches,Shawn Mendes,Handwritten (Revisited),Shawn Mendes,206880,0.594,0.754,-6.684,0.11,0.0153,0,0.0486,0.74,73.184,pop
Rollover DJ,Jet,Get Born,Jet,196600,0.488,0.913,-3.789,0.0525,3.21e-4,5.19e-6,0.0976,0.622,133.607,rock
Catch My Disease,Ben Lee,Awake Is The New Sleep,Ben Lee,253653,0.766,0.684,-6.28,0.0324,0.0199,2.15e-5,0.173,0.929,115.983,rock
Foolish,Ashanti,Ashanti,Ashanti,227386,0.665,0.696,-5.763,0.0521,0.337,0,0.106,0.711,90.116,pop
Side To Side,"Ariana Grande, Nicki Minaj",Dangerous Woman,Ariana Grande,226160,0.65,0.736,-5.84,0.229,0.0528,0,0.235,0.613,159.173,pop
Figured You Out,Nickelback,The Long Road,Nickelback,228480,0.544,0.867,-5.527,0.0517,2.63e-5,0.0165,0.266,0.726,93.925,rock
World,Bee Gees,Horizontal,Bee Gees,195040,0.276,0.528,-9.862,0.0334,0.452,0.233,0.133,0.26,86.301,rock
SOS,ABBA,Abba,ABBA,202386,0.415,0.713,-5.55,0.0278,0.251,0.00197,0.289,0.579,125.056,pop
Thinking out Loud,Ed Sheeran,x (Wembley Edition),Ed Sheeran,281560,0.781,0.445,-6.061,0.0295,0.474,0,0.184,0.591,78.998,pop
If I Could Turn Back Time,Cher,Heart Of Stone,Cher,239826,0.658,0.575,-10.365,0.0267,0.243,0,0.122,0.504,108.329,pop
In My Pocket,Mandy Moore,The Best of Mandy Moore,Mandy Moore,219093,0.687,0.953,-2.826,0.0873,0.0116,0.00244,0.193,0.838,109.039,pop
Fancy,"Iggy Azalea, Charli XCX",The New Classic (Deluxe Version),Iggy Azalea,199938,0.913,0.716,-4.152,0.0707,0.0927,0,0.0492,0.37,94.974,pop
MacArthur Park - Single Version,Donna Summer,On The Radio: Greatest Hits Volumes I & II,Donna Summer,235200,0.573,0.672,-12.296,0.0406,0.0817,7.52e-4,0.0601,0.465,131.054,pop
Mamma Mia,ABBA,Abba,ABBA,213266,0.749,0.748,-7.011,0.0323,0.295,4.43e-4,0.469,0.827,137.547,pop
Better Man,Pearl Jam,Vitalogy,Pearl Jam,268586,0.445,0.671,-7.937,0.0387,0.165,1.56e-5,0.0791,0.267,125.712,rock
Cradle of Love,Billy Idol,Charmed Life,Billy Idol,281493,0.603,0.939,-5.498,0.0398,0.0037,0,0.0651,0.61,144.052,rock
Moonlighting,Leo Sayer,Another Year,Leo Sayer,253573,0.816,0.523,-12.823,0.0552,0.186,0,0.0595,0.962,128.308,rock
Hey Baby,"No Doubt, Bounty Killer",Rock Steady,No Doubt,207040,0.705,0.872,-3.557,0.125,0.0602,0,0.228,0.746,93.63,rock
Love Yourself,Justin Bieber,Purpose (Deluxe),Justin Bieber,233720,0.609,0.378,-9.828,0.438,0.835,0,0.28,0.515,100.418,pop
I Should Be so Lucky,Kylie Minogue,Kylie,Kylie Minogue,204893,0.745,0.918,-10.263,0.0296,0.0626,0.42,0.356,0.875,116.081,pop
Somewhere Only We Know,Keane,Hopes And Fears,Keane,237146,0.448,0.665,-4.203,0.026,0.06,2.55e-5,0.0828,0.304,172.004,rock
You and Me,Alice Cooper,Lace and Whiskey,Alice Cooper,306573,0.613,0.317,-16.102,0.0293,0.369,2.88e-4,0.0775,0.473,113.124,rock
Crash And Burn,Savage Garden,Affirmation,Savage Garden,281973,0.582,0.606,-8.435,0.0276,0.194,2.53e-6,0.0949,0.228,102.024,pop
Love Me Warm And Tender,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,139333,0.628,0.611,-8.583,0.0449,0.495,0,0.41,0.796,108.872,pop
Electric Feel,MGMT,Oracular Spectacular/Congratulations,MGMT,229640,0.763,0.807,-3.714,0.035,0.0714,0.28,0.348,0.559,103.038,rock
Keep Searchin' (We'll Follow the Sun),Del Shannon,"1,661 Seconds with Del Shannon",Del Shannon,128973,0.407,0.679,-9.465,0.0359,0.238,0.929,0.814,0.855,149.195,rock
Try Again,Aaliyah,R&B Divas,Various Artists,284360,0.783,0.58,-7.398,0.298,0.0817,0,0.0831,0.762,93.026,pop
SOS,Rihanna,A Girl Like Me,Rihanna,238920,0.677,0.671,-4.905,0.0361,0.004,5.07e-5,0.413,0.527,137.046,pop
Woke Up Late (feat. Hailee Steinfeld),"Drax Project, Hailee Steinfeld",Woke Up Late (feat. Hailee Steinfeld),Drax Project,181859,0.698,0.66,-5.429,0.083,0.043,0,0.186,0.351,119.214,pop
Sweet Melody,Little Mix,Sweet Melody,Little Mix,213693,0.448,0.824,-4.249,0.057,0.0739,0,0.113,0.419,119.965,pop
D'yer Mak'er - 1990 Remaster,Led Zeppelin,Houses of the Holy (1994 Remaster),Led Zeppelin,261773,0.537,0.893,-10.234,0.0636,0.15,2.86e-4,0.0688,0.588,163.727,rock
Words Are Not Enough,Jon English,English History,Jon English,214866,0.725,0.459,-13.884,0.0344,0.152,0.0433,0.271,0.708,104.066,rock
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,143374,0.804,0.419,-10.729,0.149,0.714,0,0.0486,0.962,123.839,pop
On My Way,Sheppard,On My Way,Sheppard,203100,0.57,0.821,-7.347,0.0574,0.257,0,0.104,0.534,138.024,pop
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",156943,0.714,0.472,-7.375,0.0864,0.013,4.51e-6,0.266,0.238,131.121,pop
Lil' Red Riding Hood,Sam The Sham & The Pharaohs,The Very Best Of,Sam The Sham & The Pharaohs,162440,0.712,0.412,-10.503,0.0334,0.605,0,0.113,0.528,122.211,rock
On My Mind,Ellie Goulding,Delirium (Deluxe),Ellie Goulding,213445,0.702,0.705,-6.666,0.0543,0.258,5.93e-6,0.0879,0.743,154.911,pop
Wind Of Change,Scorpions,Crazy World,Scorpions,313226,0.453,0.543,-10.106,0.0366,0.297,0,0.0928,0.282,151.362,rock
What I Like About You,The Romantics,What I Like About You (And Other Romantic Hits),The Romantics,175400,0.542,0.915,-9.637,0.0549,0.319,5.34e-5,0.171,0.92,159.81,rock
Jive Talkin',Bee Gees,Main Course,Bee Gees,222266,0.811,0.545,-12.969,0.0579,0.155,0.0853,0.156,0.734,105.911,rock
Last Nite,The Strokes,Is This It,The Strokes,193506,0.624,0.91,-5.703,0.0297,0.0285,1.98e-4,0.0789,0.767,104.042,rock
Lola,The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",The Kinks,241040,0.474,0.917,-4.19,0.0395,0.582,0.231,0.201,0.902,152.113,rock
In the Summertime,Mungo Jerry,In the Summertime,Mungo Jerry,215800,0.642,0.65,-8.567,0.0623,0.66,0,0.14,0.973,164.421,pop
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),Britney Spears,211066,0.759,0.699,-5.745,0.0307,0.202,1.31e-4,0.443,0.907,92.96,pop
Rag Doll,Frankie Valli & The Four Seasons,Rag Doll,Frankie Valli & The Four Seasons,180066,0.481,0.477,-8.961,0.0303,0.654,1.48e-5,0.0761,0.68,122.369,pop
Drinking from the Bottle (feat. Tinie Tempah),"Calvin Harris, Tinie Tempah",18 Months,Calvin Harris,240346,0.665,0.886,-4.175,0.0514,0.0469,6.24e-5,0.0525,0.53,128.062,pop
Never Let Me Go,Florence + The Machine,Ceremonials (Original Deluxe Version),Florence + The Machine,270973,0.452,0.736,-3.212,0.0378,0.297,2.2e-6,0.381,0.24,144.683,pop
Clothes Off!!,Gym Class Heroes,As Cruel as School Children,Gym Class Heroes,235480,0.761,0.69,-5.56,0.11,0.0225,0,0.34,0.742,114.987,pop
Hang On Sloopy,The McCoys,Hang On Sloopy: The Best Of The McCoys,The McCoys,231800,0.765,0.516,-12.099,0.0334,0.167,0,0.0723,0.936,115.248,rock
Get Lucky (feat. Pharrell Williams and Nile Rodgers),"Daft Punk, Pharrell Williams, Nile Rodgers",Random Access Memories,Daft Punk,369626,0.81,0.793,-9.404,0.0403,0.0378,1.77e-6,0.072,0.863,116.05,pop
One More Night - 2016 Remaster,Phil Collins,No Jacket Required (2016 Remaster),Phil Collins,288973,0.534,0.442,-9.442,0.0308,0.788,3.51e-4,0.0986,0.343,136.369,rock
Versace on the Floor (Bruno Mars vs. David Guetta),"Bruno Mars, David Guetta",Versace On The Floor (Bruno Mars vs. David Guetta),"Bruno Mars, David Guetta",228300,0.747,0.701,-4.902,0.0429,0.108,0,0.0712,0.589,100.012,pop
Nasty Girl,Destiny's Child,Survivor,Destiny's Child,257826,0.753,0.881,-3.782,0.259,0.0126,0.00137,0.114,0.684,129.923,pop
Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered,"Dawn, Tony Orlando",Tuneweaving,Tony Orlando & Dawn,206253,0.559,0.615,-12.27,0.0473,0.283,0,0.0957,0.68,87.601,pop
By My Side,INXS,The Very Best,INXS,185026,0.521,0.478,-8.685,0.0243,0.0403,0.00441,0.149,0.197,92.991,rock
Real Wild Child (Wild One),Iggy Pop,A Million In Prizes: Iggy Pop Anthology (Edited Version),Iggy Pop,219693,0.494,0.96,-4.032,0.0488,0.0148,0.063,0.259,0.928,145.98,rock
How You Love Me Now,Hey Monday,Hold On Tight,Hey Monday,197760,0.393,0.965,-2.078,0.0734,0.00912,0,0.385,0.37,134.919,pop
Wired for Sound - 2001 Remaster,Cliff Richard,Wired for Sound,Cliff Richard,218400,0.545,0.894,-4.48,0.0956,0.121,0,0.0602,0.845,157.668,rock
"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,The Essential Cheap Trick,Cheap Trick,223666,0.338,0.887,-8.873,0.0438,0.00962,0.011,0.556,0.399,206.255,rock
Turn the Beat Around,Gloria Estefan,"Hold Me, Thrill Me, Kiss Me",Gloria Estefan,233200,0.735,0.804,-6.476,0.0347,0.0145,0,0.0716,0.539,130.018,pop
All We Know,"The Chainsmokers, Phoebe Ryan",All We Know,The Chainsmokers,194080,0.662,0.586,-8.821,0.0307,0.097,0.00272,0.115,0.296,90,pop
Where Them Girls At - feat. Nicki Minaj & Flo Rida,"David Guetta, Flo Rida, Nicki Minaj",Nothing But The Beat,David Guetta,210080,0.662,0.873,-3.116,0.0395,0.0292,0,0.224,0.592,129.902,pop
Ain't My Fault,Zara Larsson,Ain't My Fault,Zara Larsson,224030,0.576,0.782,-4.825,0.0296,0.00778,0,0.285,0.355,141.153,pop
Bleeding Love,Leona Lewis,Spirit,Leona Lewis,262693,0.635,0.647,-5.864,0.0366,0.192,0,0.154,0.201,104.058,pop
Inside Outside,Sophie Monk,Calendar Girl,Sophie Monk,248266,0.69,0.882,-3.347,0.0417,0.0207,4.36e-5,0.228,0.569,126.938,pop
Build Me up Buttercup (Re-Recorded),The Foundations,60s Greatest Moments,Various Artists,185480,0.707,0.814,-7.364,0.0367,0.158,2.72e-6,0.106,0.922,132.062,pop
Shy Away,Twenty One Pilots,Shy Away,Twenty One Pilots,175044,0.588,0.856,-5.242,0.0316,8.18e-4,0.0739,0.238,0.635,96.966,rock
Do You Want To,Franz Ferdinand,You Could Have It So Much Better,Franz Ferdinand,215000,0.414,0.939,-2.887,0.047,0.0884,6.12e-4,0.81,0.748,123.091,rock
Heartaches By The Number,Guy Mitchell,Heartaches By The Number,Guy Mitchell,153901,0.518,0.556,-13.264,0.0479,0.526,3e-6,0.0853,0.736,171.496,rock
(Sittin' On) The Dock of the Bay,Michael Bolton,The Hunger,Michael Bolton,231240,0.464,0.525,-13.806,0.0566,0.192,7.23e-6,0.268,0.565,178.352,rock
Remedy,Seether,Karma and Effect,Seether,207213,0.55,0.952,-4.664,0.0924,1.93e-4,6.66e-4,0.0614,0.391,127.804,rock
Words,Birdy,Beautiful Lies (Deluxe),Birdy,217653,0.758,0.34,-8.965,0.0335,0.879,1.17e-5,0.117,0.447,107.022,pop
Say You Won't Let Go,James Arthur,Say You Won't Let Go,James Arthur,211240,0.4,0.564,-7.444,0.0523,0.693,0,0.0863,0.483,99.269,pop
Smooth (feat. Rob Thomas),"Santana, Rob Thomas",Ultimate Santana,Santana,295986,0.612,0.924,-3.877,0.0316,0.159,4.34e-5,0.103,0.96,115.953,rock
The Look,Roxette,Look Sharp! (2009 Version),Roxette,237320,0.634,0.838,-5.363,0.0413,0.0531,8.34e-6,0.0522,0.541,95.011,pop
test drive,Ariana Grande,Positions (Deluxe),Ariana Grande,122174,0.698,0.708,-4.943,0.0454,0.0251,0,0.124,0.322,115.036,pop
Sharing The Night Together,Dr. Hook,Pleasure & Pain,Dr. Hook,174533,0.619,0.686,-9.014,0.0615,0.644,0,0.0996,0.757,76.923,rock
Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship, Leighton Meester",Hot Mess,Cobra Starship,196413,0.594,0.874,-3.716,0.0815,0.0116,0,0.549,0.628,119.964,pop
Over You,Gary Puckett & The Union Gap,Young Girl: The Best Of Gary Puckett & The Union Gap,Gary Puckett & The Union Gap,144293,0.4,0.455,-10.679,0.0338,0.374,2.54e-6,0.246,0.532,115.531,rock
Take My Heart,Birdy,Beautiful Lies (Deluxe),Birdy,251960,0.558,0.487,-7.594,0.0338,0.528,0,0.0867,0.152,119.856,pop
Kiwi,Harry Styles,Harry Styles,Harry Styles,176386,0.375,0.93,-2.631,0.0561,6.4e-4,0,0.318,0.491,147.124,pop
Big (feat. Gunna),"Rita Ora, David Guetta, Imanbek, Gunna",Big (feat. Gunna),"Rita Ora, David Guetta, Imanbek",156781,0.779,0.845,-3.446,0.0356,0.0659,1.16e-6,0.0641,0.615,111.995,pop
Cheap Wine,Cold Chisel,The Best of Cold Chisel - All for You,Cold Chisel,205480,0.679,0.891,-3.565,0.036,0.185,0,0.243,0.846,123.66,rock
Miss Murder,AFI,DECEMBERUNDERGROUND,AFI,206586,0.308,0.873,-4.542,0.0533,2.2e-4,7.29e-4,0.0974,0.686,143.519,rock
BIG LOVE,Black Eyed Peas,BIG LOVE,Black Eyed Peas,277173,0.759,0.455,-10.319,0.0457,0.0488,0.0134,0.25,0.134,92.02,pop
Don't Phunk With My Heart,Black Eyed Peas,Monkey Business,Black Eyed Peas,239773,0.69,0.928,-2.76,0.061,0.00937,0,0.547,0.604,130.889,pop
Like I'm Gonna Lose You,Jasmine Thompson,Like I'm Gonna Lose You,Jasmine Thompson,232338,0.398,0.174,-11.16,0.0364,0.958,4.16e-6,0.158,0.153,172.152,pop
Wish You Were Here - 2011 Remastered Version,Pink Floyd,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),Pink Floyd,334743,0.481,0.262,-15.73,0.0414,0.735,0.0114,0.832,0.375,122.883,rock
Ship of Fools,"World Party, Anthony Thistlethwaite",Private Revolution,World Party,268493,0.638,0.869,-4.867,0.0308,0.082,9.95e-4,0.517,0.851,116.288,pop
Mr. Tambourine Man,Bob Dylan,Bringing It All Back Home,Bob Dylan,330533,0.39,0.31,-14.545,0.0676,0.794,0,0.379,0.584,177.515,rock
You're the One,Petula Clark,The Classic Collection,Petula Clark,143834,0.485,0.721,-7.84,0.0348,0.479,0,0.67,0.88,136.892,rock
Sweet Disposition,The Temper Trap,Conditions,The Temper Trap,236333,0.54,0.807,-6.964,0.0443,0.0673,0.21,0.117,0.298,129.106,rock
We Don't Talk Anymore - 2001 Remaster,Cliff Richard,Rock 'n' Roll Juvenile,Cliff Richard,257160,0.746,0.703,-7.853,0.0291,0.0014,0.00414,0.066,0.733,111.569,rock
Never Gonna Give You Up,Rick Astley,Whenever You Need Somebody,Rick Astley,213573,0.721,0.939,-11.823,0.0376,0.115,3.79e-5,0.108,0.914,113.309,pop
Since U Been Gone,Kelly Clarkson,Breakaway,Kelly Clarkson,188960,0.662,0.739,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999,pop
Photograph,Nickelback,All the Right Reasons,Nickelback,258920,0.515,0.876,-3.756,0.0292,9.32e-4,1.66e-4,0.136,0.385,145.916,rock
"Jumpin', Jumpin'",Destiny's Child,The Writing's On The Wall,Destiny's Child,230200,0.771,0.685,-4.639,0.0567,0.00543,0.00157,0.0537,0.683,88.997,pop
My Baby Loves Lovin',White Plains,The Adventures Of Priscilla: Queen Of The Desert,Various Artists,165560,0.638,0.625,-12.124,0.0293,0.128,0,0.0691,0.89,125.927,pop
BURN IT DOWN,Linkin Park,LIVING THINGS,Linkin Park,230253,0.585,0.972,-4.45,0.0534,0.0143,0,0.0707,0.585,110.006,rock
Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",No.6 Collaborations Project,Ed Sheeran,197866,0.64,0.647,-8.114,0.186,0.124,0,0.0801,0.546,92.979,pop
Because You Loved Me,Céline Dion,Falling Into You,Céline Dion,273066,0.611,0.507,-7.975,0.0305,0.304,0,0.107,0.175,119.92,pop
willow - dancing witch version (Elvira remix),"Taylor Swift, ELVIRA",willow [dancing witch version (Elvira remix)],Taylor Swift,184819,0.429,0.567,-10.157,0.272,0.449,1.5e-5,0.536,0.67,83.922,pop
The Mess I Made,Parachute,Losing Sleep,Parachute,230613,0.423,0.572,-5.109,0.0347,0.0158,0,0.231,0.17,165.394,pop
As Tears Go By - Mono Version,The Rolling Stones,December’s Children (And Everybody’s),The Rolling Stones,165213,0.331,0.277,-11.035,0.0295,0.723,0.00263,0.181,0.366,112.78,rock
Lay Down (Candles In The Rain) - Long Version,"Melanie, The Edwin Hawkins Singers",The Very Best Of,Melanie,469933,0.286,0.66,-13.243,0.0617,0.112,0.197,0.1,0.66,92.113,pop
Never Gonna Not Dance Again,P!nk,Never Gonna Not Dance Again,P!nk,225789,0.668,0.802,-4.005,0.0917,0.0273,0,0.163,0.769,113.796,pop
Girls Talk,Dave Edmunds,The Best of Dave Edmunds,Dave Edmunds,206453,0.56,0.845,-7.097,0.0344,0.0529,8.97e-4,0.0479,0.884,129.115,pop
Losing My Religion,R.E.M.,In Time: The Best Of R.E.M. 1988-2003,R.E.M.,269000,0.671,0.849,-5.963,0.0283,0.0879,0,0.0971,0.801,125.429,rock
Looking for an Echo,Ol' 55,Take It Greasy,Ol' 55,205266,0.628,0.264,-16.125,0.0275,0.633,0,0.0809,0.312,106.271,rock
Tell Her About It,Billy Joel,An Innocent Man,Billy Joel,229200,0.565,0.894,-5.241,0.175,0.00777,0,0.49,0.737,182.262,rock
Beautiful Goodbye,Maroon 5,Overexposed,Maroon 5,255386,0.662,0.578,-2.637,0.0343,0.002,2.45e-6,0.104,0.404,168.04,pop
(You Drive Me) Crazy,Britney Spears,...Baby One More Time (Digital Deluxe Version),Britney Spears,198066,0.748,0.939,-4.288,0.0341,0.0534,0,0.32,0.96,104.001,pop
Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",My Everything (Deluxe),Ariana Grande,199320,0.703,0.747,-4.446,0.0895,0.283,0,0.396,0.7,149.974,pop
Sister Christian,Night Ranger,Boogie Nights / Music From The Original Motion Picture,Various Artists,300066,0.444,0.575,-8.342,0.044,0.135,3.6e-6,0.122,0.21,177.358,rock
Route 66,The Rolling Stones,The Rolling Stones,The Rolling Stones,140400,0.671,0.725,-10.065,0.065,0.296,2.2e-4,0.0889,0.956,85.27,rock
Jeans On,David Dundas,David Dundas,David Dundas,199933,0.864,0.549,-9.741,0.0555,0.781,0.0143,0.0996,0.718,105.045,pop
Midnight Memories,One Direction,Midnight Memories (Deluxe),One Direction,176320,0.432,0.868,-2.01,0.0882,0.00725,0,0.233,0.567,156.128,pop
Sugar Me,Lynsey De Paul,Surprise,Lynsey De Paul,220133,0.556,0.605,-9.811,0.0852,0.14,3.09e-4,0.346,0.606,92.253,pop
You're Beautiful,James Blunt,Back to Bedlam,James Blunt,209493,0.675,0.479,-9.87,0.0278,0.633,1.76e-5,0.088,0.454,81.998,pop
Weekend Wars,MGMT,Oracular Spectacular,MGMT,250773,0.549,0.859,-3.993,0.0361,0.0964,2.36e-5,0.322,0.69,77.013,rock
Bad Company - 2015 Remaster,Bad Company,Bad Company (Deluxe),Bad Company,288053,0.545,0.467,-10.862,0.0305,0.491,0.175,0.0805,0.444,113.713,rock
Eenie Meenie,"Sean Kingston, Justin Bieber",Eenie Meenie,"Sean Kingston, Justin Bieber",201946,0.72,0.607,-4.168,0.0322,0.0543,0,0.113,0.828,121.223,pop
A.M.,One Direction,Made In The A.M. (Deluxe Edition),One Direction,209040,0.586,0.527,-4.905,0.0309,0.227,0,0.0963,0.506,141.839,pop
Renegades,X Ambassadors,VHS,X Ambassadors,195199,0.514,0.858,-5.995,0.0896,0.0127,0.0528,0.251,0.6,89.833,rock
Gives You Hell,The All-American Rejects,When The World Comes Down,The All-American Rejects,213106,0.718,0.691,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,pop
The Shoop Shoop Song (It's In His Kiss),Cher,Love Hurts,Cher,170000,0.678,0.61,-10.509,0.0306,0.467,0,0.397,0.919,117.04,pop
Just What I Needed,The Cars,The Cars,The Cars,225626,0.619,0.579,-9.307,0.0473,0.0152,6.4e-5,0.0858,0.69,127.224,rock
Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),Red Hot Chili Peppers,269000,0.618,0.938,-3.442,0.0456,0.0179,0,0.167,0.875,91.455,rock
No Rain - Remastered 2002,Blind Melon,Best Of Blind Melon,Blind Melon,217800,0.383,0.599,-5.432,0.0304,0.644,3.61e-5,0.311,0.547,148.018,rock
My Generation - Mono Version,The Who,The Who Sings My Generation (U.S. Version),The Who,198866,0.299,0.787,-7.93,0.069,0.14,0,0.292,0.716,94.798,rock
If You Leave Me Now,Chicago,Chicago X,Chicago,235373,0.434,0.563,-6.784,0.0268,0.0197,8.24e-4,0.128,0.275,104.183,rock
Mouldy Old Dough,Lieutenant Pigeon,The Greatest Hits,Lieutenant Pigeon,167813,0.735,0.522,-9.434,0.033,0.192,0.591,0.0787,0.925,107.704,pop
Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,Katy Perry,220946,0.514,0.683,-5.099,0.0367,0.0749,2.64e-6,0.392,0.575,159.814,pop
Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",Reflection (Deluxe),Fifth Harmony,224573,0.884,0.765,-3.865,0.0882,0.063,7.04e-6,0.118,0.594,99.987,pop
Hero,Mariah Carey,Music Box,Mariah Carey,257733,0.501,0.378,-9.37,0.029,0.735,0,0.119,0.178,119.987,pop
Don't Give Up,"Chicane, Bryan Adams",Twenty,Chicane,210786,0.644,0.72,-9.635,0.0419,0.00145,0.504,0.0839,0.53,132.017,rock
Celebrity Skin,Hole,Celebrity Skin,Hole,162493,0.443,0.896,-6.163,0.0457,1.35e-5,1.01e-4,0.369,0.733,134.145,rock
Believe,Cher,Believe,Cher,239026,0.652,0.917,-6.72,0.0548,0.0082,0,0.0509,0.459,132.975,pop
Just A Girl,No Doubt,Tragic Kingdom,No Doubt,208400,0.641,0.914,-4.798,0.05,0.0799,6.54e-5,0.132,0.723,107.996,rock
All I Have to Give,Backstreet Boys,Backstreet Boys,Backstreet Boys,276573,0.731,0.574,-7.114,0.029,0.0644,0,0.0675,0.392,95.995,pop
I Hear You Knocking,Dave Edmunds,The Best Of The EMI Years,Dave Edmunds,167786,0.528,0.445,-12.075,0.0482,0.0198,3.84e-4,0.0766,0.97,206.361,pop
Soul Kind of Feeling,Dynamic Hepnotics,Hepnobest,Dynamic Hepnotics,232520,0.674,0.732,-5.726,0.0496,0.308,2.47e-5,0.0517,0.767,123.55,rock
I'll Stand by You,Pretenders,Last of the Independents,Pretenders,240760,0.438,0.606,-6.549,0.0305,0.3,4.49e-6,0.0754,0.266,133.822,rock
Forever Yours - Avicii Tribute,"Kygo, Avicii, Sandro Cavazza",Forever Yours (Avicii Tribute),"Kygo, Avicii, Sandro Cavazza",193846,0.529,0.612,-8.794,0.052,0.253,0,0.246,0.434,119.272,pop
human,Christina Perri,human,Christina Perri,250706,0.439,0.489,-6.286,0.0368,0.132,6.43e-4,0.114,0.253,143.808,pop
Breakaway,Kelly Clarkson,Breakaway,Kelly Clarkson,237000,0.267,0.715,-4.153,0.0337,0.0426,9.44e-6,0.108,0.396,160.026,pop
The Middle,Jimmy Eat World,Bleed American (Deluxe Edition),Jimmy Eat World,168253,0.629,0.897,-3.401,0.0483,0.0424,0,0.263,0.93,161.944,pop
Mama Said,Metallica,Load,Metallica,319600,0.451,0.497,-7.694,0.0311,0.0186,5.05e-4,0.395,0.397,135.298,rock
